mol_id,smiles,source,is_anchor
18473,CCOCCOCCOS,core+t1+t2:CCOCCOCC,False
18474,CCOCCOCCOCO,core+t1+t2:CCOCCOCC,False
18475,CCOCCOCCOCN,core+t1+t2:CCOCCOCC,False
18476,CCOCCOCCOCF,core+t1+t2:CCOCCOCC,False
18477,CCOCCOCCOCC=O,core+t1+t2:CCOCCOCC,False
18478,CCOCCOCCOCC#N,core+t1+t2:CCOCCOCC,False
18479,CCOCCOCCOCOC,core+t1+t2:CCOCCOCC,False
18480,CCOCCOCCOCS,core+t1+t2:CCOCCOCC,False
18481,CCCCOCCOCCOCC,core+t1+t2:CCOCCOCC,False
18482,CCOCCOCCOCCO,core+t1+t2:CCOCCOCC,False
18483,CCOCCOCCOCCN,core+t1+t2:CCOCCOCC,False
18484,CCOCCOCCOCCF,core+t1+t2:CCOCCOCC,False
18485,CCOCCOCCOCCC=O,core+t1+t2:CCOCCOCC,False
18486,CCOCCOCCOCCC#N,core+t1+t2:CCOCCOCC,False
18487,CCOCCOCCOCCOC,core+t1+t2:CCOCCOCC,False
18488,CCOCCOCCOCCS,core+t1+t2:CCOCCOCC,False
18489,CCCCCOCCOCCOCC,core+t1+t2:CCOCCOCC,False
18490,CCOCCOCCOCCCO,core+t1+t2:CCOCCOCC,False
18491,CCOCCOCCOCCCN,core+t1+t2:CCOCCOCC,False
18492,CCOCCOCCOCCCF,core+t1+t2:CCOCCOCC,False
18493,CCOCCOCCOCCCC=O,core+t1+t2:CCOCCOCC,False
18494,CCOCCOCCOCCCC#N,core+t1+t2:CCOCCOCC,False
18495,CCOCCOCCOCCCOC,core+t1+t2:CCOCCOCC,False
18496,CCOCCOCCOCCCS,core+t1+t2:CCOCCOCC,False
18497,CCOCCOCCOC(C)CC,core+t1+t2:CCOCCOCC,False
18498,CCCC(C)OCCOCCOCC,core+t1+t2:CCOCCOCC,False
18499,CCOCCOCCOC(C)CO,core+t1+t2:CCOCCOCC,False
18500,CCOCCOCCOC(C)CN,core+t1+t2:CCOCCOCC,False
18501,CCOCCOCCOC(C)CF,core+t1+t2:CCOCCOCC,False
18502,CCOCCOCCOC(C)CC=O,core+t1+t2:CCOCCOCC,False
18503,CCOCCOCCOC(C)CC#N,core+t1+t2:CCOCCOCC,False
18504,CCOCCOCCOC(C)COC,core+t1+t2:CCOCCOCC,False
18505,CCOCCOCCOC(C)CS,core+t1+t2:CCOCCOCC,False
18506,CCOCCOCCNO,core+t1+t2:CCOCCOCC,False
18507,CCOCCOCCNN,core+t1+t2:CCOCCOCC,False
18508,CCOCCOCCNF,core+t1+t2:CCOCCOCC,False
18509,CCOCCOCCNC=O,core+t1+t2:CCOCCOCC,False
18510,CCOCCOCCNC#N,core+t1+t2:CCOCCOCC,False
18511,CCOCCOCCNOC,core+t1+t2:CCOCCOCC,False
18512,CCOCCOCCNS,core+t1+t2:CCOCCOCC,False
18513,CCCNCCOCCOCC,core+t1+t2:CCOCCOCC,False
18514,CCOCCOCCNCO,core+t1+t2:CCOCCOCC,False
18515,CCOCCOCCNCN,core+t1+t2:CCOCCOCC,False
18516,CCOCCOCCNCF,core+t1+t2:CCOCCOCC,False
18517,CCOCCOCCNCC=O,core+t1+t2:CCOCCOCC,False
18518,CCOCCOCCNCC#N,core+t1+t2:CCOCCOCC,False
18519,CCOCCOCCNCOC,core+t1+t2:CCOCCOCC,False
18520,CCOCCOCCNCS,core+t1+t2:CCOCCOCC,False
18521,CCCCNCCOCCOCC,core+t1+t2:CCOCCOCC,False
18522,CCOCCOCCNCCO,core+t1+t2:CCOCCOCC,False
18523,CCOCCOCCNCCN,core+t1+t2:CCOCCOCC,False
18524,CCOCCOCCNCCF,core+t1+t2:CCOCCOCC,False
18525,CCOCCOCCNCCC=O,core+t1+t2:CCOCCOCC,False
18526,CCOCCOCCNCCC#N,core+t1+t2:CCOCCOCC,False
18527,CCOCCOCCNCCOC,core+t1+t2:CCOCCOCC,False
18528,CCOCCOCCNCCS,core+t1+t2:CCOCCOCC,False
18529,CCOCCOCCN(C)CC,core+t1+t2:CCOCCOCC,False
18530,CCCN(C)CCOCCOCC,core+t1+t2:CCOCCOCC,False
18531,CCOCCOCCN(C)CO,core+t1+t2:CCOCCOCC,False
18532,CCOCCOCCN(C)CN,core+t1+t2:CCOCCOCC,False
18533,CCOCCOCCN(C)CF,core+t1+t2:CCOCCOCC,False
18534,CCOCCOCCN(C)CC=O,core+t1+t2:CCOCCOCC,False
18535,CCOCCOCCN(C)CC#N,core+t1+t2:CCOCCOCC,False
18536,CCOCCOCCN(C)COC,core+t1+t2:CCOCCOCC,False
18537,CCOCCOCCN(C)CS,core+t1+t2:CCOCCOCC,False
18538,CCOCCOCCN1CC1C,core+t1+t2:CCOCCOCC,False
18539,CCOCCOCCN1CC1CC,core+t1+t2:CCOCCOCC,False
18540,CCOCCOCCN1CC1O,core+t1+t2:CCOCCOCC,False
18541,CCOCCOCCN1CC1N,core+t1+t2:CCOCCOCC,False
18542,CCOCCOCCN1CC1F,core+t1+t2:CCOCCOCC,False
18543,CCOCCOCCN1CC1C=O,core+t1+t2:CCOCCOCC,False
18544,CCOCCOCCN1CC1C#N,core+t1+t2:CCOCCOCC,False
18545,CCOCCOCCN1CC1OC,core+t1+t2:CCOCCOCC,False
18546,CCOCCOCCN1CC1S,core+t1+t2:CCOCCOCC,False
18547,CCCCCCOCCOCCO,core+t1+t2:OCCOCCO,False
18548,OCCCCOCCOCCO,core+t1+t2:OCCOCCO,False
18549,NCCCCOCCOCCO,core+t1+t2:OCCOCCO,False
18550,OCCOCCOCCCCF,core+t1+t2:OCCOCCO,False
18551,O=CCCCCOCCOCCO,core+t1+t2:OCCOCCO,False
18552,N#CCCCCOCCOCCO,core+t1+t2:OCCOCCO,False
18553,COCCCCOCCOCCO,core+t1+t2:OCCOCCO,False
18554,OCCOCCOCCCCS,core+t1+t2:OCCOCCO,False
18555,CCC(C)(C)OCCOCCO,core+t1+t2:OCCOCCO,False
18556,CCCC(C)(C)OCCOCCO,core+t1+t2:OCCOCCO,False
18557,CC(C)(CO)OCCOCCO,core+t1+t2:OCCOCCO,False
18558,CC(C)(CN)OCCOCCO,core+t1+t2:OCCOCCO,False
18559,CC(C)(CF)OCCOCCO,core+t1+t2:OCCOCCO,False
18560,CC(C)(CC=O)OCCOCCO,core+t1+t2:OCCOCCO,False
18561,CC(C)(CC#N)OCCOCCO,core+t1+t2:OCCOCCO,False
18562,COCC(C)(C)OCCOCCO,core+t1+t2:OCCOCCO,False
18563,CC(C)(CS)OCCOCCO,core+t1+t2:OCCOCCO,False
18564,CC=COCCOCCO,core+t1+t2:OCCOCCO,False
18565,CCC=COCCOCCO,core+t1+t2:OCCOCCO,False
18566,OC=COCCOCCO,core+t1+t2:OCCOCCO,False
18567,NC=COCCOCCO,core+t1+t2:OCCOCCO,False
18568,OCCOCCOC=CF,core+t1+t2:OCCOCCO,False
18569,O=CC=COCCOCCO,core+t1+t2:OCCOCCO,False
18570,N#CC=COCCOCCO,core+t1+t2:OCCOCCO,False
18571,COC=COCCOCCO,core+t1+t2:OCCOCCO,False
18572,OCCOCCOC=CS,core+t1+t2:OCCOCCO,False
18573,CC#COCCOCCO,core+t1+t2:OCCOCCO,False
18574,CCC#COCCOCCO,core+t1+t2:OCCOCCO,False
18575,OC#COCCOCCO,core+t1+t2:OCCOCCO,False
18576,NC#COCCOCCO,core+t1+t2:OCCOCCO,False
18577,OCCOCCOC#CF,core+t1+t2:OCCOCCO,False
18578,O=CC#COCCOCCO,core+t1+t2:OCCOCCO,False
18579,N#CC#COCCOCCO,core+t1+t2:OCCOCCO,False
18580,COC#COCCOCCO,core+t1+t2:OCCOCCO,False
18581,OCCOCCOC#CS,core+t1+t2:OCCOCCO,False
18582,OCCOCCONO,core+t1+t2:OCCOCCO,False
18583,NNOCCOCCO,core+t1+t2:OCCOCCO,False
18584,OCCOCCONF,core+t1+t2:OCCOCCO,False
18585,O=CNOCCOCCO,core+t1+t2:OCCOCCO,False
18586,N#CNOCCOCCO,core+t1+t2:OCCOCCO,False
18587,CONOCCOCCO,core+t1+t2:OCCOCCO,False
18588,OCCOCCONS,core+t1+t2:OCCOCCO,False
18589,CCCNOCCOCCO,core+t1+t2:OCCOCCO,False
18590,OCCOCCONCO,core+t1+t2:OCCOCCO,False
18591,NCNOCCOCCO,core+t1+t2:OCCOCCO,False
18592,OCCOCCONCF,core+t1+t2:OCCOCCO,False
18593,O=CCNOCCOCCO,core+t1+t2:OCCOCCO,False
18594,N#CCNOCCOCCO,core+t1+t2:OCCOCCO,False
18595,COCNOCCOCCO,core+t1+t2:OCCOCCO,False
18596,OCCOCCONCS,core+t1+t2:OCCOCCO,False
18597,CCCCNOCCOCCO,core+t1+t2:OCCOCCO,False
18598,OCCNOCCOCCO,core+t1+t2:OCCOCCO,False
18599,NCCNOCCOCCO,core+t1+t2:OCCOCCO,False
18600,OCCOCCONCCF,core+t1+t2:OCCOCCO,False
18601,O=CCCNOCCOCCO,core+t1+t2:OCCOCCO,False
18602,N#CCCNOCCOCCO,core+t1+t2:OCCOCCO,False
18603,COCCNOCCOCCO,core+t1+t2:OCCOCCO,False
18604,OCCOCCONCCS,core+t1+t2:OCCOCCO,False
18605,CCN(C)OCCOCCO,core+t1+t2:OCCOCCO,False
18606,CCCN(C)OCCOCCO,core+t1+t2:OCCOCCO,False
18607,CN(CO)OCCOCCO,core+t1+t2:OCCOCCO,False
18608,CN(CN)OCCOCCO,core+t1+t2:OCCOCCO,False
18609,CN(CF)OCCOCCO,core+t1+t2:OCCOCCO,False
18610,CN(CC=O)OCCOCCO,core+t1+t2:OCCOCCO,False
18611,CN(CC#N)OCCOCCO,core+t1+t2:OCCOCCO,False
18612,COCN(C)OCCOCCO,core+t1+t2:OCCOCCO,False
18613,CN(CS)OCCOCCO,core+t1+t2:OCCOCCO,False
18614,CC1CN1OCCOCCO,core+t1+t2:OCCOCCO,False
18615,CCC1CN1OCCOCCO,core+t1+t2:OCCOCCO,False
18616,OCCOCCON1CC1O,core+t1+t2:OCCOCCO,False
18617,NC1CN1OCCOCCO,core+t1+t2:OCCOCCO,False
18618,OCCOCCON1CC1F,core+t1+t2:OCCOCCO,False
18619,O=CC1CN1OCCOCCO,core+t1+t2:OCCOCCO,False
18620,N#CC1CN1OCCOCCO,core+t1+t2:OCCOCCO,False
18621,COC1CN1OCCOCCO,core+t1+t2:OCCOCCO,False
18622,OCCOCCON1CC1S,core+t1+t2:OCCOCCO,False
18623,CCCCCCCOCCOCCO,core+t1+t2:OCCOCCOC,False
18624,OCCCCCOCCOCCO,core+t1+t2:OCCOCCOC,False
18625,NCCCCCOCCOCCO,core+t1+t2:OCCOCCOC,False
18626,OCCOCCOCCCCCF,core+t1+t2:OCCOCCOC,False
18627,O=CCCCCCOCCOCCO,core+t1+t2:OCCOCCOC,False
18628,N#CCCCCCOCCOCCO,core+t1+t2:OCCOCCOC,False
18629,COCCCCCOCCOCCO,core+t1+t2:OCCOCCOC,False
18630,OCCOCCOCCCCCS,core+t1+t2:OCCOCCOC,False
18631,CCC(C)COCCOCCO,core+t1+t2:OCCOCCOC,False
18632,CCCC(C)COCCOCCO,core+t1+t2:OCCOCCOC,False
18633,CC(CO)COCCOCCO,core+t1+t2:OCCOCCOC,False
18634,CC(CN)COCCOCCO,core+t1+t2:OCCOCCOC,False
18635,CC(CF)COCCOCCO,core+t1+t2:OCCOCCOC,False
18636,CC(CC=O)COCCOCCO,core+t1+t2:OCCOCCOC,False
18637,CC(CC#N)COCCOCCO,core+t1+t2:OCCOCCOC,False
18638,COCC(C)COCCOCCO,core+t1+t2:OCCOCCOC,False
18639,CC(CS)COCCOCCO,core+t1+t2:OCCOCCOC,False
18640,CCC(C)(C)COCCOCCO,core+t1+t2:OCCOCCOC,False
18641,CCCC(C)(C)COCCOCCO,core+t1+t2:OCCOCCOC,False
18642,CC(C)(CO)COCCOCCO,core+t1+t2:OCCOCCOC,False
18643,CC(C)(CN)COCCOCCO,core+t1+t2:OCCOCCOC,False
18644,CC(C)(CF)COCCOCCO,core+t1+t2:OCCOCCOC,False
18645,CC(C)(CC=O)COCCOCCO,core+t1+t2:OCCOCCOC,False
18646,CC(C)(CC#N)COCCOCCO,core+t1+t2:OCCOCCOC,False
18647,COCC(C)(C)COCCOCCO,core+t1+t2:OCCOCCOC,False
18648,CC(C)(CS)COCCOCCO,core+t1+t2:OCCOCCOC,False
18649,CC=CCOCCOCCO,core+t1+t2:OCCOCCOC,False
18650,CCC=CCOCCOCCO,core+t1+t2:OCCOCCOC,False
18651,OC=CCOCCOCCO,core+t1+t2:OCCOCCOC,False
18652,NC=CCOCCOCCO,core+t1+t2:OCCOCCOC,False
18653,OCCOCCOCC=CF,core+t1+t2:OCCOCCOC,False
18654,O=CC=CCOCCOCCO,core+t1+t2:OCCOCCOC,False
18655,N#CC=CCOCCOCCO,core+t1+t2:OCCOCCOC,False
18656,COC=CCOCCOCCO,core+t1+t2:OCCOCCOC,False
18657,OCCOCCOCC=CS,core+t1+t2:OCCOCCOC,False
18658,CC#CCOCCOCCO,core+t1+t2:OCCOCCOC,False
18659,CCC#CCOCCOCCO,core+t1+t2:OCCOCCOC,False
18660,OC#CCOCCOCCO,core+t1+t2:OCCOCCOC,False
18661,NC#CCOCCOCCO,core+t1+t2:OCCOCCOC,False
18662,OCCOCCOCC#CF,core+t1+t2:OCCOCCOC,False
18663,O=CC#CCOCCOCCO,core+t1+t2:OCCOCCOC,False
18664,N#CC#CCOCCOCCO,core+t1+t2:OCCOCCOC,False
18665,COC#CCOCCOCCO,core+t1+t2:OCCOCCOC,False
18666,OCCOCCOCC#CS,core+t1+t2:OCCOCCOC,False
18667,NOCOCCOCCO,core+t1+t2:OCCOCCOC,False
18668,OCCOCCOCOF,core+t1+t2:OCCOCCOC,False
18669,O=COCOCCOCCO,core+t1+t2:OCCOCCOC,False
18670,N#COCOCCOCCO,core+t1+t2:OCCOCCOC,False
18671,OCCOCCOCOS,core+t1+t2:OCCOCCOC,False
18672,OCCOCCOCOCO,core+t1+t2:OCCOCCOC,False
18673,NCOCOCCOCCO,core+t1+t2:OCCOCCOC,False
18674,OCCOCCOCOCF,core+t1+t2:OCCOCCOC,False
18675,O=CCOCOCCOCCO,core+t1+t2:OCCOCCOC,False
18676,N#CCOCOCCOCCO,core+t1+t2:OCCOCCOC,False
18677,COCOCOCCOCCO,core+t1+t2:OCCOCCOC,False
18678,OCCOCCOCOCS,core+t1+t2:OCCOCCOC,False
18679,CCCCOCOCCOCCO,core+t1+t2:OCCOCCOC,False
18680,OCCOCCOCOCCO,core+t1+t2:OCCOCCOC,False
18681,NCCOCOCCOCCO,core+t1+t2:OCCOCCOC,False
18682,OCCOCCOCOCCF,core+t1+t2:OCCOCCOC,False
18683,O=CCCOCOCCOCCO,core+t1+t2:OCCOCCOC,False
18684,N#CCCOCOCCOCCO,core+t1+t2:OCCOCCOC,False
18685,COCCOCOCCOCCO,core+t1+t2:OCCOCCOC,False
18686,OCCOCCOCOCCS,core+t1+t2:OCCOCCOC,False
18687,CCCCCOCOCCOCCO,core+t1+t2:OCCOCCOC,False
18688,OCCCOCOCCOCCO,core+t1+t2:OCCOCCOC,False
18689,NCCCOCOCCOCCO,core+t1+t2:OCCOCCOC,False
18690,OCCOCCOCOCCCF,core+t1+t2:OCCOCCOC,False
18691,O=CCCCOCOCCOCCO,core+t1+t2:OCCOCCOC,False
18692,N#CCCCOCOCCOCCO,core+t1+t2:OCCOCCOC,False
18693,COCCCOCOCCOCCO,core+t1+t2:OCCOCCOC,False
18694,OCCOCCOCOCCCS,core+t1+t2:OCCOCCOC,False
18695,CCC(C)OCOCCOCCO,core+t1+t2:OCCOCCOC,False
18696,CCCC(C)OCOCCOCCO,core+t1+t2:OCCOCCOC,False
18697,CC(CO)OCOCCOCCO,core+t1+t2:OCCOCCOC,False
18698,CC(CN)OCOCCOCCO,core+t1+t2:OCCOCCOC,False
18699,CC(CF)OCOCCOCCO,core+t1+t2:OCCOCCOC,False
18700,CC(CC=O)OCOCCOCCO,core+t1+t2:OCCOCCOC,False
18701,CC(CC#N)OCOCCOCCO,core+t1+t2:OCCOCCOC,False
18702,COCC(C)OCOCCOCCO,core+t1+t2:OCCOCCOC,False
18703,CC(CS)OCOCCOCCO,core+t1+t2:OCCOCCOC,False
18704,OCCOCCOCNO,core+t1+t2:OCCOCCOC,False
18705,NNCOCCOCCO,core+t1+t2:OCCOCCOC,False
18706,OCCOCCOCNF,core+t1+t2:OCCOCCOC,False
18707,O=CNCOCCOCCO,core+t1+t2:OCCOCCOC,False
18708,N#CNCOCCOCCO,core+t1+t2:OCCOCCOC,False
18709,CONCOCCOCCO,core+t1+t2:OCCOCCOC,False
18710,OCCOCCOCNS,core+t1+t2:OCCOCCOC,False
18711,CCCNCOCCOCCO,core+t1+t2:OCCOCCOC,False
18712,OCCOCCOCNCO,core+t1+t2:OCCOCCOC,False
18713,NCNCOCCOCCO,core+t1+t2:OCCOCCOC,False
18714,OCCOCCOCNCF,core+t1+t2:OCCOCCOC,False
18715,O=CCNCOCCOCCO,core+t1+t2:OCCOCCOC,False
18716,N#CCNCOCCOCCO,core+t1+t2:OCCOCCOC,False
18717,COCNCOCCOCCO,core+t1+t2:OCCOCCOC,False
18718,OCCOCCOCNCS,core+t1+t2:OCCOCCOC,False
18719,CCCCNCOCCOCCO,core+t1+t2:OCCOCCOC,False
18720,OCCNCOCCOCCO,core+t1+t2:OCCOCCOC,False
18721,NCCNCOCCOCCO,core+t1+t2:OCCOCCOC,False
18722,OCCOCCOCNCCF,core+t1+t2:OCCOCCOC,False
18723,O=CCCNCOCCOCCO,core+t1+t2:OCCOCCOC,False
18724,N#CCCNCOCCOCCO,core+t1+t2:OCCOCCOC,False
18725,COCCNCOCCOCCO,core+t1+t2:OCCOCCOC,False
18726,OCCOCCOCNCCS,core+t1+t2:OCCOCCOC,False
18727,CCN(C)COCCOCCO,core+t1+t2:OCCOCCOC,False
18728,CCCN(C)COCCOCCO,core+t1+t2:OCCOCCOC,False
18729,CN(CO)COCCOCCO,core+t1+t2:OCCOCCOC,False
18730,CN(CN)COCCOCCO,core+t1+t2:OCCOCCOC,False
18731,CN(CF)COCCOCCO,core+t1+t2:OCCOCCOC,False
18732,CN(CC=O)COCCOCCO,core+t1+t2:OCCOCCOC,False
18733,CN(CC#N)COCCOCCO,core+t1+t2:OCCOCCOC,False
18734,COCN(C)COCCOCCO,core+t1+t2:OCCOCCOC,False
18735,CN(CS)COCCOCCO,core+t1+t2:OCCOCCOC,False
18736,CC1CN1COCCOCCO,core+t1+t2:OCCOCCOC,False
18737,CCC1CN1COCCOCCO,core+t1+t2:OCCOCCOC,False
18738,OCCOCCOCN1CC1O,core+t1+t2:OCCOCCOC,False
18739,NC1CN1COCCOCCO,core+t1+t2:OCCOCCOC,False
18740,OCCOCCOCN1CC1F,core+t1+t2:OCCOCCOC,False
18741,O=CC1CN1COCCOCCO,core+t1+t2:OCCOCCOC,False
18742,N#CC1CN1COCCOCCO,core+t1+t2:OCCOCCOC,False
18743,COC1CN1COCCOCCO,core+t1+t2:OCCOCCOC,False
18744,OCCOCCOCN1CC1S,core+t1+t2:OCCOCCOC,False
18745,CNCCC=O,core+t1+t2:CN,False
18746,CNCCC#N,core+t1+t2:CN,False
18747,CNCCOC,core+t1+t2:CN,False
18748,CNCCS,core+t1+t2:CN,False
18749,CNCCCF,core+t1+t2:CN,False
18750,CNCCCC=O,core+t1+t2:CN,False
18751,CNCCCOC,core+t1+t2:CN,False
18752,CNCCCS,core+t1+t2:CN,False
18753,CCCCCCNC,core+t1+t2:CN,False
18754,CNCCCCO,core+t1+t2:CN,False
18755,CNCCCCF,core+t1+t2:CN,False
18756,CNCCCCC=O,core+t1+t2:CN,False
18757,CNCCCCC#N,core+t1+t2:CN,False
18758,CNCCCCOC,core+t1+t2:CN,False
18759,CNCCCCS,core+t1+t2:CN,False
18760,CCCC(C)NC,core+t1+t2:CN,False
18761,CNC(C)CO,core+t1+t2:CN,False
18762,CNC(C)CN,core+t1+t2:CN,False
18763,CNC(C)CF,core+t1+t2:CN,False
18764,CNC(C)CC=O,core+t1+t2:CN,False
18765,CNC(C)CC#N,core+t1+t2:CN,False
18766,CNC(C)COC,core+t1+t2:CN,False
18767,CNC(C)CS,core+t1+t2:CN,False
18768,CCC(C)(C)NC,core+t1+t2:CN,False
18769,CCCC(C)(C)NC,core+t1+t2:CN,False
18770,CNC(C)(C)CO,core+t1+t2:CN,False
18771,CNC(C)(C)CN,core+t1+t2:CN,False
18772,CNC(C)(C)CF,core+t1+t2:CN,False
18773,CNC(C)(C)CC=O,core+t1+t2:CN,False
18774,CNC(C)(C)CC#N,core+t1+t2:CN,False
18775,CNC(C)(C)COC,core+t1+t2:CN,False
18776,CNC(C)(C)CS,core+t1+t2:CN,False
18777,CC=CNC,core+t1+t2:CN,False
18778,CCC=CNC,core+t1+t2:CN,False
18779,CNC=CO,core+t1+t2:CN,False
18780,CNC=CN,core+t1+t2:CN,False
18781,CNC=CF,core+t1+t2:CN,False
18782,CNC=CC=O,core+t1+t2:CN,False
18783,CNC=CC#N,core+t1+t2:CN,False
18784,CNC=COC,core+t1+t2:CN,False
18785,CNC=CS,core+t1+t2:CN,False
18786,CC#CNC,core+t1+t2:CN,False
18787,CCC#CNC,core+t1+t2:CN,False
18788,CNC#CO,core+t1+t2:CN,False
18789,CNC#CN,core+t1+t2:CN,False
18790,CNC#CF,core+t1+t2:CN,False
18791,CNC#CC=O,core+t1+t2:CN,False
18792,CNC#CC#N,core+t1+t2:CN,False
18793,CNC#COC,core+t1+t2:CN,False
18794,CNC#CS,core+t1+t2:CN,False
18795,CNON,core+t1+t2:CN,False
18796,CNOF,core+t1+t2:CN,False
18797,CNOC#N,core+t1+t2:CN,False
18798,CNOS,core+t1+t2:CN,False
18799,CNOCN,core+t1+t2:CN,False
18800,CNOCC=O,core+t1+t2:CN,False
18801,CNOCS,core+t1+t2:CN,False
18802,CCCCONC,core+t1+t2:CN,False
18803,CNOCCF,core+t1+t2:CN,False
18804,CNOCCC=O,core+t1+t2:CN,False
18805,CNOCCC#N,core+t1+t2:CN,False
18806,CNOCCOC,core+t1+t2:CN,False
18807,CNOCCS,core+t1+t2:CN,False
18808,CCCCCONC,core+t1+t2:CN,False
18809,CNOCCCF,core+t1+t2:CN,False
18810,CNOCCCC=O,core+t1+t2:CN,False
18811,CNOCCCC#N,core+t1+t2:CN,False
18812,CNOCCCOC,core+t1+t2:CN,False
18813,CNOCCCS,core+t1+t2:CN,False
18814,CCC(C)ONC,core+t1+t2:CN,False
18815,CCCC(C)ONC,core+t1+t2:CN,False
18816,CNOC(C)CO,core+t1+t2:CN,False
18817,CNOC(C)CN,core+t1+t2:CN,False
18818,CNOC(C)CF,core+t1+t2:CN,False
18819,CNOC(C)CC=O,core+t1+t2:CN,False
18820,CNOC(C)CC#N,core+t1+t2:CN,False
18821,CNOC(C)COC,core+t1+t2:CN,False
18822,CNOC(C)CS,core+t1+t2:CN,False
18823,CNNO,core+t1+t2:CN,False
18824,CNNN,core+t1+t2:CN,False
18825,CNNF,core+t1+t2:CN,False
18826,CNNC#N,core+t1+t2:CN,False
18827,CNNOC,core+t1+t2:CN,False
18828,CNNS,core+t1+t2:CN,False
18829,CNNCO,core+t1+t2:CN,False
18830,CNNCN,core+t1+t2:CN,False
18831,CNNCC=O,core+t1+t2:CN,False
18832,CNNCOC,core+t1+t2:CN,False
18833,CNNCS,core+t1+t2:CN,False
18834,CNNCCF,core+t1+t2:CN,False
18835,CNNCCC=O,core+t1+t2:CN,False
18836,CNNCCC#N,core+t1+t2:CN,False
18837,CNNCCOC,core+t1+t2:CN,False
18838,CNNCCS,core+t1+t2:CN,False
18839,CCN(C)NC,core+t1+t2:CN,False
18840,CCCN(C)NC,core+t1+t2:CN,False
18841,CNN(C)CO,core+t1+t2:CN,False
18842,CNN(C)CN,core+t1+t2:CN,False
18843,CNN(C)CF,core+t1+t2:CN,False
18844,CNN(C)CC=O,core+t1+t2:CN,False
18845,CNN(C)CC#N,core+t1+t2:CN,False
18846,CNN(C)COC,core+t1+t2:CN,False
18847,CNN(C)CS,core+t1+t2:CN,False
18848,CNN1CC1C,core+t1+t2:CN,False
18849,CCC1CN1NC,core+t1+t2:CN,False
18850,CNN1CC1O,core+t1+t2:CN,False
18851,CNN1CC1N,core+t1+t2:CN,False
18852,CNN1CC1F,core+t1+t2:CN,False
18853,CNN1CC1C=O,core+t1+t2:CN,False
18854,CNN1CC1C#N,core+t1+t2:CN,False
18855,CNN1CC1OC,core+t1+t2:CN,False
18856,CNN1CC1S,core+t1+t2:CN,False
18857,NCCCS,core+t1+t2:NC,False
18858,NCCCCF,core+t1+t2:NC,False
18859,NCCCCS,core+t1+t2:NC,False
18860,CCCCCCCN,core+t1+t2:NC,False
18861,NCCCCCN,core+t1+t2:NC,False
18862,NCCCCCF,core+t1+t2:NC,False
18863,N#CCCCCCN,core+t1+t2:NC,False
18864,NCCCCCS,core+t1+t2:NC,False
18865,CCC(C)CN,core+t1+t2:NC,False
18866,CCCC(C)CN,core+t1+t2:NC,False
18867,CC(CN)CO,core+t1+t2:NC,False
18868,CC(CN)CN,core+t1+t2:NC,False
18869,CC(CN)CF,core+t1+t2:NC,False
18870,CC(CN)CC#N,core+t1+t2:NC,False
18871,CC(CN)CS,core+t1+t2:NC,False
18872,CCC(C)(C)CN,core+t1+t2:NC,False
18873,CCCC(C)(C)CN,core+t1+t2:NC,False
18874,CC(C)(CN)CO,core+t1+t2:NC,False
18875,CC(C)(CN)CN,core+t1+t2:NC,False
18876,CC(C)(CN)CF,core+t1+t2:NC,False
18877,CC(C)(CN)CC#N,core+t1+t2:NC,False
18878,CC(C)(CN)CS,core+t1+t2:NC,False
18879,CC=CCN,core+t1+t2:NC,False
18880,CCC=CCN,core+t1+t2:NC,False
18881,NCC=CO,core+t1+t2:NC,False
18882,NC=CCN,core+t1+t2:NC,False
18883,NCC=CF,core+t1+t2:NC,False
18884,NCC=CC=O,core+t1+t2:NC,False
18885,N#CC=CCN,core+t1+t2:NC,False
18886,COC=CCN,core+t1+t2:NC,False
18887,NCC=CS,core+t1+t2:NC,False
18888,CCC#CCN,core+t1+t2:NC,False
18889,NCC#CO,core+t1+t2:NC,False
18890,NC#CCN,core+t1+t2:NC,False
18891,NCC#CF,core+t1+t2:NC,False
18892,NCC#CC=O,core+t1+t2:NC,False
18893,N#CC#CCN,core+t1+t2:NC,False
18894,COC#CCN,core+t1+t2:NC,False
18895,NCC#CS,core+t1+t2:NC,False
18896,NCON,core+t1+t2:NC,False
18897,NCOF,core+t1+t2:NC,False
18898,N#COCN,core+t1+t2:NC,False
18899,NCOS,core+t1+t2:NC,False
18900,NCOCN,core+t1+t2:NC,False
18901,NCOCS,core+t1+t2:NC,False
18902,CCCCOCN,core+t1+t2:NC,False
18903,NCOCCF,core+t1+t2:NC,False
18904,NCOCCC=O,core+t1+t2:NC,False
18905,N#CCCOCN,core+t1+t2:NC,False
18906,NCOCCS,core+t1+t2:NC,False
18907,CCCCCOCN,core+t1+t2:NC,False
18908,NCOCCCF,core+t1+t2:NC,False
18909,NCOCCCC=O,core+t1+t2:NC,False
18910,N#CCCCOCN,core+t1+t2:NC,False
18911,COCCCOCN,core+t1+t2:NC,False
18912,NCOCCCS,core+t1+t2:NC,False
18913,CCC(C)OCN,core+t1+t2:NC,False
18914,CCCC(C)OCN,core+t1+t2:NC,False
18915,CC(CO)OCN,core+t1+t2:NC,False
18916,CC(CN)OCN,core+t1+t2:NC,False
18917,CC(CF)OCN,core+t1+t2:NC,False
18918,CC(CC=O)OCN,core+t1+t2:NC,False
