id,formula,name,family,source,sigma_ion_S_cm,E_g_eV,stability_window_V,migration_barrier_eV,cost_index,dn_pbp_v2,a_A,b_A,c_A,space_group,DOI,rank
OBX-0391,Li6.075P0.925Si0.075S5Br,Li6.075P0.925Si0.075S5Br,other,OBELiX,0.000873,4.0,4.5,0.4,1.1666666666666667,7.229546573405389,9.9938,9.9938,9.9938,F-43m,10.1039/c7ta08581h,217
SUP-0207,Li5.96Ge0.22Sb0.78S5.01I0.99,Li5.96Ge0.22Sb0.78S5.01I0.99,superionic,McHaffie-CaltechDATA,0.00087,4.0,4.5,0.4,1.0,7.229495762407506,0.0,0.0,0.0,,10.22002/23mvv-6gk43,218
OBX-0511,Li6La2SrBi2O12,Li6La2SrBi2O12,garnet,OBELiX,2e-05,5.0,6.0,0.3,2.0,7.229472135955,13.0893,13.0893,13.0893,Ia-3d ,10.1016/j.mseb.2007.07.009,219
OBX-0510,Li5La3Bi2O12,Li5La3Bi2O12,garnet,OBELiX,1.9e-05,5.0,6.0,0.3,2.227272727272727,7.2293588989435404,13.0652,13.0652,13.0652,Ia-3d ,10.1016/j.mseb.2007.07.009,220
OBX-0296,Li1.6Al0.6Ge1.4(PO4)3,Li1.6Al0.6Ge1.4(PO4)3,nasicon,OBELiX,0.000284,5.0,5.0,0.35,1.5999999999999999,7.229352299546353,8.2526,8.2526,20.6831,R-3c,10.1021/acsami.8b00842,221
SUP-0071,Li6.533La2.976Zr1.5Ta0.5O11.964,Li6.533La2.976Zr1.5Ta0.5O11.964,superionic,McHaffie-CaltechDATA,0.000861,4.0,4.5,0.4,1.95,7.229342801502243,0.0,0.0,0.0,,10.22002/23mvv-6gk43,222
OBX-0270,Li1.5La0.5Ti1.5(PO4)3,Li1.5La0.5Ti1.5(PO4)3,nasicon,OBELiX,0.000281,5.0,5.0,0.35,1.1714285714285713,7.22926305461424,8.5218,8.5218,20.8621,R-3c,10.1149/1.2086597,223
OBX-0081,La0.595Li0.215TiO3,La0.595Li0.215TiO3,other,OBELiX,0.000853,4.0,4.5,0.4,1.25,7.229206163733021,3.8671,3.8654,7.7727,Pmmm,10.1016/s0167-2738(00)00761-x,224
SUP-0032,Li3.81Sn0.85Sb0.15S4,Li3.81Sn0.85Sb0.15S4,superionic,McHaffie-CaltechDATA,0.00085,4.0,4.5,0.4,1.0,7.229154759474227,0.0,0.0,0.0,,10.22002/23mvv-6gk43,225
OBX-0140,Li2.5Zn0.25PS4,Li2.5Zn0.25PS4,other,OBELiX,0.00084,4.0,4.5,0.4,1.0285714285714287,7.22898275349238,5.836,5.836,8.829, I-4,10.1021/acs.chemmater.7b05108,226
SUP-0021,Li6.4P0.6Si0.4S5I,Li6.4P0.6Si0.4S5I,superionic,McHaffie-CaltechDATA,0.000836458,4.0,4.5,0.4,1.1666666666666667,7.228921583635756,0.0,0.0,0.0,,10.22002/23mvv-6gk43,227
OBX-0550,Li5La3Nb1.9Y0.1O12,Li5La3Nb1.9Y0.1O12,garnet,OBELiX,1.44e-05,5.0,6.0,0.3,2.2857142857142856,7.228794733192202,12.717,12.717,12.717,Ia-3d ,10.1016/j.jpowsour.2011.05.031,228
OBX-0480,Li5.5Ba0.5La2.5Ta2O12,Li5.5Ba0.5La2.5Ta2O12,garnet,OBELiX,1.41e-05,5.0,6.0,0.3,2.3333333333333335,7.228754996671103,12.8859,12.8859,12.8859,Ia-3d ,10.1007/s11581-007-0097-8,229
OBX-0240,Li1.7Al0.7Ge1.3(PO4)3,Li1.7Al0.7Ge1.3(PO4)3,nasicon,OBELiX,0.000264,5.0,5.0,0.35,1.5999999999999999,7.228748076809272,8.25247,8.25247,20.6936,R-3c,10.1021/acsami.8b00842,230
OBX-0546,Li6.10La3Ta1.45Sm0.55O12,Li6.10La3Ta1.45Sm0.55O12,garnet,OBELiX,1.4e-05,5.0,6.0,0.3,2.272727272727273,7.228741657386774,12.8525,12.8525,12.8525,Ia-3d ,10.1021/acs.inorgchem.7b00816,231
OBX-0549,Li5La3Nb1.95Y0.05O12,Li5La3Nb1.95Y0.05O12,garnet,OBELiX,1.34e-05,5.0,6.0,0.3,2.2857142857142856,7.228660601043544,12.717,12.717,12.717,Ia-3d ,10.1016/j.jpowsour.2011.05.031,232
OBX-0253,Li1.3Ga0.3Ti1.7(PO4)3,Li1.3Ga0.3Ti1.7(PO4)3,nasicon,OBELiX,0.000261,5.0,5.0,0.35,1.1714285714285713,7.228655494421403,8.5175,8.5175,20.8541,R-3c,10.1149/1.2086597,233
OBX-0288,Li1.1Cr0.1Ti1.9(PO4)3,Li1.1Cr0.1Ti1.9(PO4)3,nasicon,OBELiX,0.00026,5.0,5.0,0.35,1.1714285714285713,7.228624515496597,8.5126,8.5126,20.9212,R-3c,10.1016/j.ssi.2014.07.018,234
OBX-0483,Li6.75Ba1.75La1.25Ta2O12,Li6.75Ba1.75La1.25Ta2O12,garnet,OBELiX,1.18e-05,5.0,6.0,0.3,2.090909090909091,7.228435112807464,12.9813,12.9813,12.9813,Ia-3d ,10.1007/s11581-007-0097-8,235
OBX-0545,Li5.90La3Ta1.55Sm0.45O12,Li5.90La3Ta1.55Sm0.45O12,garnet,OBELiX,1.18e-05,5.0,6.0,0.3,2.3333333333333335,7.228435112807464,12.846,12.846,12.846,Ia-3d ,10.1021/acs.inorgchem.7b00816,236
SUP-0234,Li2.9In0.9Zr0.1Cl6,Li2.9In0.9Zr0.1Cl6,superionic,McHaffie-CaltechDATA,0.000801,4.0,4.5,0.4,1.375,7.22830194339617,0.0,0.0,0.0,,10.22002/23mvv-6gk43,237
OBX-0392,Li6.1P0.95Si0.1S5Br,Li6.1P0.95Si0.1S5Br,other,OBELiX,0.000799,4.0,4.5,0.4,1.1666666666666667,7.2282665880502055,10.0024,10.0024,10.0024,F-43m,10.1039/c7ta08581h,238
OBX-0366,Li5.5La2.75K0.25Nb2O12,Li5.5La2.75K0.25Nb2O12,garnet,OBELiX,1.06e-05,5.0,6.0,0.3,2.238095238095238,7.22825576411922,12.7937,12.7937,12.7937, I213,10.1016/j.jssc.2005.12.025,239
OBX-0247,Li1.5Al0.5Ti1.5(PO4)3,Li1.5Al0.5Ti1.5(PO4)3,nasicon,OBELiX,0.000248,5.0,5.0,0.35,1.1714285714285713,7.228248015748024,8.4935,8.4935,20.7994,R-3c,10.1149/1.2086597,240
OBX-0257,Li1.3Fe0.3Ti1.7(PO4)3,Li1.3Fe0.3Ti1.7(PO4)3,nasicon,OBELiX,0.000246,5.0,5.0,0.35,1.1714285714285713,7.228184387141358,8.5262,8.5262,20.865,R-3c,10.1149/1.2086597,241
OBX-0553,Li5La3Nb1.75Y0.25O12,Li5La3Nb1.75Y0.25O12,garnet,OBELiX,9.68e-06,5.0,6.0,0.3,2.2857142857142856,7.228111269837221,12.717,12.717,12.717,Ia-3d ,10.1016/j.jpowsour.2011.05.031,242
SUP-0035,Li3.72Sn0.8Sb0.2S4,Li3.72Sn0.8Sb0.2S4,superionic,McHaffie-CaltechDATA,0.00079,4.0,4.5,0.4,1.0,7.228106938645111,0.0,0.0,0.0,,10.22002/23mvv-6gk43,243
OBX-0552,Li5La3Nb1.8Y0.2O12,Li5La3Nb1.8Y0.2O12,garnet,OBELiX,9.13e-06,5.0,6.0,0.3,2.2857142857142856,7.228021588985948,12.743,12.743,12.743,Ia-3d ,10.1016/j.jpowsour.2011.05.031,244
OBX-0347,Li1.8Cr0.8Ti1.2(PO4)3,Li1.8Cr0.8Ti1.2(PO4)3,nasicon,OBELiX,0.00024,5.0,5.0,0.35,1.1714285714285713,7.22799193338483,8.539,8.539,20.947,R-3c,10.1016/0167-2738(88)90291-3,245
OBX-0363,Li5La3Nb2O12,Li5La3Nb2O12,garnet,OBELiX,8e-06,5.0,6.0,0.3,2.5,7.227828427124746,12.762,12.762,12.762, I213,10.1111/j.1551-2916.2005.00060.x,246
OBX-0514,Li5La3Sb2O12,Li5La3Sb2O12,garnet,OBELiX,7.8e-06,5.0,6.0,0.3,2.227272727272727,7.227792848008754,12.8566,12.8566,12.8566,Ia-3d ,10.1016/j.materresbull.2007.10.035,247
OBX-0479,Li5.25Ba0.25La2.75Ta2O12,Li5.25Ba0.25La2.75Ta2O12,garnet,OBELiX,7.41e-06,5.0,6.0,0.3,2.3333333333333335,7.227722131517764,12.8427,12.8427,12.8427,Ia-3d ,10.1007/s11581-007-0097-8,248
OBX-0542,Li5.3La3Ta1.85Sm0.15O12,Li5.3La3Ta1.85Sm0.15O12,garnet,OBELiX,7.11e-06,5.0,6.0,0.3,2.3333333333333335,7.227666458325195,12.8108,12.8108,12.8108,Ia-3d ,10.1021/acs.inorgchem.7b00816,249
OBX-0531,Li6Ba0.5Sr0.5La2Ta2O12,Li6Ba0.5Sr0.5La2Ta2O12,garnet,OBELiX,7.1e-06,5.0,6.0,0.3,2.272727272727273,7.227664582518894,12.92046,12.92046,12.92046,Ia-3d ,10.1021/am4060194,250
SUP-0235,Li2.8In0.78Zr0.18Cl6,Li2.8In0.78Zr0.18Cl6,superionic,McHaffie-CaltechDATA,0.000763,4.0,4.5,0.4,1.375,7.227622454633867,0.0,0.0,0.0,,10.22002/23mvv-6gk43,251
OBX-0485,Li5La3Ta2O12,Li5La3Ta2O12,garnet,OBELiX,6.61e-06,5.0,6.0,0.3,2.590909090909091,7.227570992026436,12.7814,12.7814,12.7814,Ia-3d ,10.1007/s11581-007-0097-8,252
OBX-0515,Li6SrLa2Sb2O12,Li6SrLa2Sb2O12,garnet,OBELiX,6.3e-06,5.0,6.0,0.3,2.0,7.227509980079602,12.8933,12.8933,12.8933,Ia-3d ,10.1016/j.materresbull.2007.10.035,253
OBX-0362,Li6BaLa2Nb2O12,Li6BaLa2Nb2O12,garnet,OBELiX,6e-06,5.0,6.0,0.3,2.260869565217391,7.227449489742783,12.86,12.86,12.86, I213,10.1111/j.1551-2916.2005.00060.x,254
OBX-0551,Li5La3Nb1.85Y0.15O12,Li5La3Nb1.85Y0.15O12,garnet,OBELiX,5.71e-06,5.0,6.0,0.3,2.2857142857142856,7.22738956062907,12.732,12.732,12.732,Ia-3d ,10.1016/j.jpowsour.2011.05.031,255
OBX-0543,Li5.5La3Ta1.75Sm0.25O12,Li5.5La3Ta1.75Sm0.25O12,garnet,OBELiX,5.17e-06,5.0,6.0,0.3,2.3333333333333335,7.227273763400181,12.8206,12.8206,12.8206,Ia-3d ,10.1021/acs.inorgchem.7b00816,256
SUP-0072,Li6.399La2.852Zr1.5Ta0.5O11.792,Li6.399La2.852Zr1.5Ta0.5O11.792,superionic,McHaffie-CaltechDATA,0.000732,4.0,4.5,0.4,1.95,7.227055498516938,0.0,0.0,0.0,,10.22002/23mvv-6gk43,257
OBX-0364,Li6SrLa2Ta2O12,Li6SrLa2Ta2O12,garnet,OBELiX,4.2e-06,5.0,6.0,0.3,2.347826086956522,7.227049390153192,12.811,12.811,12.811, I213,10.1111/j.1551-2916.2005.00060.x,258
OBX-0517,Li6(La2Sr)(NbO6)2,Li6(La2Sr)(NbO6)2,garnet,OBELiX,3.69e-06,5.0,6.0,0.3,2.4375,7.22692093727123,12.83078,12.83078,12.83078,Ia-3d ,10.1016/j.ssi.2008.01.047,259
OBX-0266,Li1.5In0.5Ti1.5(PO4)3,Li1.5In0.5Ti1.5(PO4)3,nasicon,OBELiX,0.000204,5.0,5.0,0.35,1.1714285714285713,7.226782856857086,8.5695,8.5695,21.0089,R-3c,10.1149/1.2086597,260
OBX-0484,Li7Ba2LaTa2O12,Li7Ba2LaTa2O12,garnet,OBELiX,2.85e-06,5.0,6.0,0.3,2.125,7.226688194301613,12.9646,12.9646,12.9646,Ia-3d ,10.1007/s11581-007-0097-8,261
OBX-0583,Li7La3Ta2O13,Li7La3Ta2O13,garnet,OBELiX,2.65e-06,5.0,6.0,0.3,2.4,7.22662788205961,12.82,12.82,12.82,Ia-3d ,10.1016/j.ssi.2009.07.002,262
SUP-0361,(La0.49Li0.461Sr0.049)(TiO3),(La0.49Li0.461Sr0.049)(TiO3),superionic,McHaffie-CaltechDATA,0.000709,4.0,4.5,0.4,1.25,7.22662705391139,0.0,0.0,0.0,,10.22002/23mvv-6gk43,263
OBX-0360,Li3P,Li3P,other,OBELiX,0.000703,4.0,4.5,0.4,1.05,7.226514147167126,4.273,4.273,7.594,P63/mmc,10.1016/0167-2738(89)90438-4,264
OBX-0518,Li6CaLa2Ta2O12,Li6CaLa2Ta2O12,garnet,OBELiX,2.2e-06,5.0,6.0,0.3,2.347826086956522,7.226483239697419,12.725,12.725,12.725,Ia-3d ,10.1016/j.ssi.2008.10.022,265
SUP-0308,Li1.2(Al0.2Ge0.4Ti1.4)(PO4)3,Li1.2(Al0.2Ge0.4Ti1.4)(PO4)3,superionic,McHaffie-CaltechDATA,0.0007,4.0,4.5,0.4,1.1714285714285713,7.226457513110646,0.0,0.0,0.0,,10.22002/23mvv-6gk43,266
SUP-0311,Li1.2(Al0.2Ge0.6Ti1.2)(PO4)3,Li1.2(Al0.2Ge0.6Ti1.2)(PO4)3,superionic,McHaffie-CaltechDATA,0.0007,4.0,4.5,0.4,1.1714285714285713,7.226457513110646,0.0,0.0,0.0,,10.22002/23mvv-6gk43,267
OBX-0217,Li7La3Zr2O12,Li7La3Zr2O12,garnet,OBELiX,1.63e-06,5.0,6.0,0.3,2.2916666666666665,7.22627671453348,13.134,13.134,12.663,I41/acd ,10.1016/j.jssc.2009.05.020,268
OBX-0478,Li6CaLa2Nb2O12,Li6CaLa2Nb2O12,garnet,OBELiX,1.6e-06,5.0,6.0,0.3,2.260869565217391,7.226264911064067,12.697,12.697,12.697,Ia-3d ,10.1111/j.1551-2916.2005.00060.x,269
OBX-0160,La0.55Li0.36TiO3,La0.55Li0.36TiO3,other,OBELiX,0.000688,4.0,4.5,0.4,1.25,7.226229754097209,3.868,3.868,7.751,P4/mmm,10.1016/s0167-2738(98)00070-8,270
OBX-0238,Li1.4Al0.4Ge1.6(PO4)3,Li1.4Al0.4Ge1.6(PO4)3,nasicon,OBELiX,0.000188,5.0,5.0,0.35,1.5999999999999999,7.226211309200802,8.25565,8.25565,20.6319,R-3c,10.1021/acsami.8b00842,271
OBX-0516,Li6(La2Ca)(NbO6)2,Li6(La2Ca)(NbO6)2,garnet,OBELiX,1.33e-06,5.0,6.0,0.3,2.4375,7.226153256259467,12.72185,12.72185,12.72185,Ia-3d ,10.1016/j.ssi.2008.01.047,272
OBX-0216,Li7La3Hf2O12,Li7La3Hf2O12,garnet,OBELiX,9.85e-07,5.0,6.0,0.3,2.125,7.225992471662064,13.106,13.106,12.63,I41/acd ,10.1016/j.jssc.2009.10.030,273
OBX-0256,Li1.2Fe0.2Ti1.8(PO4)3,Li1.2Fe0.2Ti1.8(PO4)3,nasicon,OBELiX,0.00018,5.0,5.0,0.35,1.1714285714285713,7.2259164078649984,8.5213,8.5213,20.8648,R-3c,10.1149/1.2086597,274
OBX-0287,Li1.05Cr0.05Ti1.95(PO4)3,Li1.05Cr0.05Ti1.95(PO4)3,nasicon,OBELiX,0.00018,5.0,5.0,0.35,1.1714285714285713,7.2259164078649984,8.5093,8.5093,20.915,R-3c,10.1016/j.ssi.2014.07.018,275
OBX-0164,La0.56Li0.33TiO3,La0.56Li0.33TiO3,other,OBELiX,0.000668,4.0,4.5,0.4,1.25,7.22584569596664,3.8675,3.8675,7.758,P4/mmm,10.1016/s0167-2738(98)00070-8,276
OBX-0023,Li3.4Si0.4P0.6S4,Li3.4Si0.4P0.6S4,other,OBELiX,0.000662,4.0,4.5,0.4,1.0,7.225729360660538,13.3678,23.6448,12.2154,P21/m,10.1006/jssc.2002.9701,277
OBX-0259,Li1.5Fe0.5Ti1.5(PO4)3,Li1.5Fe0.5Ti1.5(PO4)3,nasicon,OBELiX,0.000174,5.0,5.0,0.35,1.1714285714285713,7.225690905958273,8.5367,8.5367,20.8932,R-3c,10.1149/1.2086597,278
OBX-0015,Li3.4Ge0.4P0.6S4,Li3.4Ge0.4P0.6S4,other,OBELiX,0.000654,4.0,4.5,0.4,1.0,7.2255734237050895,13.769,23.614,12.359,P21/m,10.1149/1.1379028,279
OBX-0161,La0.54Li0.39TiO3,La0.54Li0.39TiO3,other,OBELiX,0.000651,4.0,4.5,0.4,1.25,7.225514701644347,3.867,3.867,7.748,P4/mmm,10.1016/s0167-2738(98)00070-8,280
OBX-0064,Li3ErI6,Li3ErI6,other,OBELiX,0.00065,4.0,4.5,0.4,2.5,7.225495097567965,7.413,12.838,14.2,C2/c,10.1021/acsaem.0c00147,281
OBX-0422,Li6.3P0.7Ge0.3S5I,Li6.3P0.7Ge0.3S5I,other,OBELiX,0.00065,4.0,4.5,0.4,1.1666666666666667,7.225495097567965,10.20585,10.20585,10.20585,F-43m,10.1021/jacs.8b10282,282
OBX-0154,Li0.33La0.56Ti0.93Al0.07O2.93F0.07,Li0.33La0.56Ti0.93Al0.07O2.93F0.07,other,OBELiX,0.000645,4.0,4.5,0.4,1.0,7.225396850198401,3.8705,3.8705,7.7476,P4mm ,10.1007/s11581-006-0011-9,283
OBX-0512,Li5Nd3Sb2O12,Li5Nd3Sb2O12,garnet,OBELiX,1.3e-07,5.0,6.0,0.3,1.6818181818181819,7.225360555127546,12.66238,12.66238,12.66238,Ia-3d ,10.1016/j.materresbull.2007.04.002,284
OBX-0252,Li1.2Ga0.2Ti1.8(PO4)3,Li1.2Ga0.2Ti1.8(PO4)3,nasicon,OBELiX,0.000162,5.0,5.0,0.35,1.1714285714285713,7.225227922061357,8.5156,8.5156,20.8451,R-3c,10.1149/1.2086597,285
OBX-0221,LiTi2(PO4)3,LiTi2(PO4)3,nasicon,OBELiX,0.000161,5.0,5.0,0.35,1.275,7.225188577540449,8.5112,8.5112,20.8479, R-3c,10.1021/ic400577v,286
SUP-0560,Li6.85Al0.11Ga0.08La2.94Zr2O12,Li6.85Al0.11Ga0.08La2.94Zr2O12,superionic,McHaffie-CaltechDATA,0.00063,4.0,4.5,0.4,2.090909090909091,7.225099800796023,0.0,0.0,0.0,,10.22002/23mvv-6gk43,287
OBX-0513,Li4Nd3TeSbO12,Li4Nd3TeSbO12,garnet,OBELiX,8.7e-09,5.0,6.0,0.3,1.7142857142857142,7.225093273790531,12.62138,12.62138,12.62138,Ia-3d ,10.1021/cm703677q,288
OBX-0312,Li1.1Sc0.1Ti1.9(PO4)3,Li1.1Sc0.1Ti1.9(PO4)3,nasicon,OBELiX,0.000158,5.0,5.0,0.35,1.1714285714285713,7.225069805089976,8.522,8.522,20.889,R-3c,10.1016/0167-2738(86)90179-7,289
OBX-0560,Li3Nd3Te2O12,Li3Nd3Te2O12,garnet,OBELiX,nan,5.0,6.0,0.3,1.75,7.225031622776601,12.56253,12.56253,12.56253,Ia-3d ,10.1021/cm060992t,290
COD-4123403,Li2S-P2S5,Li2S-P2S5,sulfide,COD:4123403,nan,2.5,5.0,0.3,1.04,7.225031622776601,0.0,0.0,0.0,,,291
COD-4123407,Li3PS4 glass,Li3PS4 glass,sulfide,COD:4123407,nan,2.5,5.0,0.3,1.025,7.225031622776601,0.0,0.0,0.0,,,292
OBX-0151,Li0.33La0.56Ti0.96Al0.04O2.96F0.04,Li0.33La0.56Ti0.96Al0.04O2.96F0.04,other,OBELiX,0.000622,4.0,4.5,0.4,1.0,7.22493992782668,3.8697,3.8697,7.744,P4mm ,10.1007/s11581-006-0011-9,293
SUP-0034,Li3.83Sn0.9Sb0.1S4,Li3.83Sn0.9Sb0.1S4,superionic,McHaffie-CaltechDATA,0.00062,4.0,4.5,0.4,1.0,7.2248997991959785,0.0,0.0,0.0,,10.22002/23mvv-6gk43,294
SUP-0044,Li3.5Si0.5P0.5S4,Li3.5Si0.5P0.5S4,superionic,McHaffie-CaltechDATA,0.000612,4.0,4.5,0.4,1.0,7.224738633753707,0.0,0.0,0.0,,10.22002/23mvv-6gk43,295
OBX-0250,Li1.4Cr0.4Ti1.6(PO4)3,Li1.4Cr0.4Ti1.6(PO4)3,nasicon,OBELiX,0.000149,5.0,5.0,0.35,1.1714285714285713,7.224706555615734,8.522,8.522,20.88,R-3c,10.1149/1.2086597,296
OBX-0163,La0.58Li0.27TiO3,La0.58Li0.27TiO3,other,OBELiX,0.000599,4.0,4.5,0.4,1.25,7.224474476501042,3.87,3.87,7.773,P4/mmm,10.1016/s0167-2738(98)00070-8,297
OBX-0330,Li1.4In0.4Hf1.6(PO4)3,Li1.4In0.4Hf1.6(PO4)3,nasicon,OBELiX,0.000142,5.0,5.0,0.35,1.457142857142857,7.224416375287813,8.836,8.836,21.926,R-3c,10.1016/0167-2738(93)90387-i,298
OBX-0241,Li1.8Al0.8Ge1.2(PO4)3,Li1.8Al0.8Ge1.2(PO4)3,nasicon,OBELiX,0.000137,5.0,5.0,0.35,1.5999999999999999,7.22420469991072,8.25004,8.25004,20.7062,R-3c,10.1021/acsami.8b00842,299
OBX-0358,Li3N,Li3N,other,OBELiX,0.0005767,4.0,4.5,0.4,1.125,7.224014578905324,3.648,3.648,3.875,P6/mmm ,10.1039/c0ee00052c,300
OBX-0291,Li1.05Fe0.05Ti1.95(PO4)3,Li1.05Fe0.05Ti1.95(PO4)3,nasicon,OBELiX,0.00013,5.0,5.0,0.35,1.1714285714285713,7.223901754250991,8.5125,8.5125,20.8871,R-3c,10.1016/j.ssi.2014.07.018,301
OBX-0439,(La0.6Li0.4)(Ti0.8Al0.2)O3,(La0.6Li0.4)(Ti0.8Al0.2)O3,other,OBELiX,0.000568,4.0,4.5,0.4,1.0,7.223832750575626,3.8617,3.8617,3.8617,Pm-3m,10.1016/j.jallcom.2017.05.278,302
OBX-0254,Li1.4Ga0.4Ti1.6(PO4)3,Li1.4Ga0.4Ti1.6(PO4)3,nasicon,OBELiX,0.000128,5.0,5.0,0.35,1.1714285714285713,7.223813708498985,8.5136,8.5136,20.8588,R-3c,10.1149/1.2086597,303
OBX-0019,Li3.2Ge0.2P0.8S4,Li3.2Ge0.2P0.8S4,other,OBELiX,0.000555,4.0,4.5,0.4,1.0,7.22355843797878,13.0981,24.201,12.2793,P21/m,10.1149/1.1379028,304
OBX-0255,Li1.5Ga0.5Ti1.5(PO4)3,Li1.5Ga0.5Ti1.5(PO4)3,nasicon,OBELiX,0.000122,5.0,5.0,0.35,1.1714285714285713,7.223545361017187,8.5159,8.5159,20.8419,R-3c,10.1149/1.2086597,305
OBX-0334,Li1.3Al0.2Y0.1Ti1.7(PO4)3,Li1.3Al0.2Y0.1Ti1.7(PO4)3,nasicon,OBELiX,0.00012,5.0,5.0,0.35,1.1714285714285713,7.223454451150103,8.5054,8.5054,20.8247,R-3c,10.1016/j.ssi.2012.05.011,306
OBX-0228,Li3YCl6,Li3YCl6,other,OBELiX,0.000539,4.0,4.5,0.4,1.9,7.223216373532488,11.2217,11.2217,6.05517,P-3m1,10.1002/adma.201803075,307
OBX-0319,Li1.1Fe0.1Hf1.9(PO4)3,Li1.1Fe0.1Hf1.9(PO4)3,nasicon,OBELiX,0.000107,5.0,5.0,0.35,1.457142857142857,7.222844080432789,8.822,8.822,21.997,R-3c,10.1016/0167-2738(93)90387-i,308
SUP-0273,Li4.4B10S18Cl1.8,Li4.4B10S18Cl1.8,superionic,McHaffie-CaltechDATA,0.00052,4.0,4.5,0.4,1.1666666666666667,7.2228035085019835,0.0,0.0,0.0,,10.22002/23mvv-6gk43,309
OBX-0323,Li1.2Lu0.2Hf1.8(PO4)3,Li1.2Lu0.2Hf1.8(PO4)3,nasicon,OBELiX,9.79e-05,5.0,5.0,0.35,1.457142857142857,7.222394442884771,8.836,8.836,21.997,R-3c,10.1016/0167-2738(93)90387-i,310
OBX-0162,La0.52Li0.45TiO3,La0.52Li0.45TiO3,other,OBELiX,0.000501,4.0,4.5,0.4,1.25,7.2223830292856,3.8673,3.8673,7.739,P4/mmm,10.1016/s0167-2738(98)00070-8,311
OBX-0155,Li0.33La0.56Ti0.92Al0.08O2.92F0.08,Li0.33La0.56Ti0.92Al0.08O2.92F0.08,other,OBELiX,0.000494,4.0,4.5,0.4,1.0,7.222226110770894,3.8695,3.8695,7.7437,P4mm ,10.1007/s11581-006-0011-9,312
SUP-0365,Li6.46Al0.081La3Zr2O12,Li6.46Al0.081La3Zr2O12,superionic,McHaffie-CaltechDATA,0.00049,4.0,4.5,0.4,2.347826086956522,7.222135943621179,0.0,0.0,0.0,,10.22002/23mvv-6gk43,313
SUP-0272,Li6B7S13I,Li6B7S13I,superionic,McHaffie-CaltechDATA,0.000476,4.0,4.5,0.4,1.2037037037037037,7.221817424229272,0.0,0.0,0.0,,10.22002/23mvv-6gk43,314
OBX-0242,Li1.2Ti2Si0.2P2.8O12,Li1.2Ti2Si0.2P2.8O12,nasicon,OBELiX,8.6e-05,5.0,5.0,0.35,1.1411764705882352,7.2217736184954955,8.518,8.518,20.848,R-3c,10.1149/1.2086597,315
OBX-0328,Li1.3Sc0.3Hf1.7(PO4)3,Li1.3Sc0.3Hf1.7(PO4)3,nasicon,OBELiX,8.32e-05,5.0,5.0,0.35,1.457142857142857,7.221621403400793,8.857,8.857,21.995,R-3c,10.1016/0167-2738(93)90387-i,316
SUP-0020,Li6.3P0.7Si0.3S5I,Li6.3P0.7Si0.3S5I,superionic,McHaffie-CaltechDATA,0.000466257,4.0,4.5,0.4,1.1666666666666667,7.221592984971977,0.0,0.0,0.0,,10.22002/23mvv-6gk43,317
OBX-0295,Li1.3Al0.3Ge1.7(PO4)3,Li1.3Al0.3Ge1.7(PO4)3,nasicon,OBELiX,8.24e-05,5.0,5.0,0.35,1.5999999999999999,7.221577444574328,8.26189,8.26189,20.5646,R-3c,10.1021/acsami.8b00842,318
SUP-0127,Li7.15Al0.012La3Zr1.71Ta0.25Si0.15O12.44,Li7.15Al0.012La3Zr1.71Ta0.25Si0.15O12.44,superionic,McHaffie-CaltechDATA,0.00046,4.0,4.5,0.4,2.130434782608696,7.221447610589528,0.0,0.0,0.0,,10.22002/23mvv-6gk43,319
OBX-0267,Li1.2La0.2Ti1.8(PO4)3,Li1.2La0.2Ti1.8(PO4)3,nasicon,OBELiX,8e-05,5.0,5.0,0.35,1.1714285714285713,7.221444271909999,8.5117,8.5117,20.8537,R-3c,10.1149/1.2086597,320
SUP-0118,Li1.3(Al0.3Ti1.7)(PO4)3,Li1.3(Al0.3Ti1.7)(PO4)3,superionic,McHaffie-CaltechDATA,0.00045838,4.0,4.5,0.4,1.1714285714285713,7.2214098108352225,0.0,0.0,0.0,,10.22002/23mvv-6gk43,321
OBX-0335,Li1.3Al0.1Y0.2Ti1.7(PO4)3,Li1.3Al0.1Y0.2Ti1.7(PO4)3,nasicon,OBELiX,7.3e-05,5.0,5.0,0.35,1.1714285714285713,7.221044003745318,8.5109,8.5109,20.8372,R-3c,10.1016/j.ssi.2012.05.011,322
OBX-0080,La0.62Li0.14TiO3,La0.62Li0.14TiO3,other,OBELiX,0.000442,4.0,4.5,0.4,1.25,7.22102379604163,3.8757,3.8655,7.7845,Pmmm,10.1016/s0167-2738(00)00761-x,323
SUP-0190,La0.625Li0.125TiO3,La0.625Li0.125TiO3,superionic,McHaffie-CaltechDATA,0.00044098,4.0,4.5,0.4,1.25,7.220999523804125,0.0,0.0,0.0,,10.22002/23mvv-6gk43,324
OBX-0333,Li1.15Y0.15Zr1.85(PO4)3,Li1.15Y0.15Zr1.85(PO4)3,nasicon,OBELiX,7.1e-05,5.0,5.0,0.35,1.7428571428571427,7.2209261497731765,8.8727,8.8727,22.1578,R-3c,10.1016/j.jpowsour.2013.03.175,325
OBX-0390,Li6.05P0.95Si0.05S5Br,Li6.05P0.95Si0.05S5Br,other,OBELiX,0.000437,4.0,4.5,0.4,1.1666666666666667,7.2209045449603675,9.9871,9.9871,9.9871,F-43m,10.1039/c7ta08581h,326
